salesid;salespersonid;customerid;productid;quantity;discount;totalprice;salesdate;transactionnumber
40859;8;39338;225;10;;0;20180131;IRQCAJYSLIQOXXDA20DX
41339;5;60174;96;16;0.2;0;20180131;JKJ45YFXT4RSFLJNO38X
41588;2;61263;431;16;;0;20180131;9RO7N1R18NKOMYB1H3X9
41648;3;35230;338;9;0.2;0;20180131;H01OAX9I7TCZ4URWSQ6C
42103;17;62579;218;16;;0;20180131;LK19WHRVUFESKAHWBKUP
42172;14;77349;41;20;;0;20180131;GBKEUKF04G8WX418CE9X
42186;15;1950;271;1;;0;20180131;WCL9189OO0JGHCC12WS8
42257;3;13683;303;4;;0;20180131;1815R2V1DGCZMD0NQIF3
42488;14;44946;127;12;;0;20180131;MIFZM3EZ4QO51CZOB1FI
42656;19;46132;434;12;;0;20180131;24QGU0M6U7TZXTZUQEKT
42730;11;81885;414;21;;0;20180131;ARK2K36ATSHPNVMDNGJ6
42808;9;32800;135;9;;0;20180131;4QIFKOZFHN2R8FECXOGH
42822;18;88540;265;23;;0;20180131;XEWNSMR9UNM4D1TBDIPJ
42865;12;33009;259;9;;0;20180131;C4AGY6UZPKKFPSZ1AU0V
42958;15;70153;368;18;0.1;0;20180131;57AXPBFR1E498I4CQMI2
43316;2;60158;205;16;;0;20180131;OW0MRMS6W1UGZL5NW99A
43393;5;37280;58;10;0.1;0;20180131;CGZD2IYN4GKFGNI1Y4VK
43528;19;41928;376;11;;0;20180131;WCHUHC7XSFHNCC7LKP73
43586;5;47816;429;13;;0;20180131;LRU7E0IJ5HLDBGUBPZVH
43623;16;64969;54;17;;0;20180131;6NU8RA8KVTF72YM7S7UK
43728;8;74154;178;19;;0;20180131;Q4EE8TD7JN40BIK9Z4W4
43758;13;38269;77;10;0.2;0;20180131;EN2C43MN06IYOVH97HXX
43885;4;43248;154;11;0.2;0;20180131;8KLWGHPW4ZUE95D8HBX4
43916;17;55897;384;15;0.2;0;20180131;KKW82OC52VLSYN8WGW0F
44164;18;61472;407;16;;0;20180131;4U02O04SZ0FPH2RE641I
44435;6;30635;415;8;0.1;0;20180131;O13DLCHQO76TSW1PZQJ8
44514;23;89377;139;23;0.2;0;20180131;S7XF5UXQ88PV9PE2FBO4
44522;11;37685;340;10;;0;20180131;Z9J8BA5EW9TIZST8EJA9
44583;23;43756;293;12;;0;20180131;8STOYYAGCQCMWAYYGXCH
44604;16;64434;66;17;;0;20180131;63X6OM4WJ6SV7WTPKYC0
44749;7;73785;428;19;;0;20180131;TP316EVICKQJ45E9PF6U
44912;7;55999;219;15;;0;20180131;7BXTERLGL2JP6Q970NAV
44923;9;78767;214;20;;0;20180131;MJ3UIJU9Z5G00TX74LBZ
44966;17;26635;55;7;;0;20180131;3AML9LE38VW1QTOC7FQO
44999;8;97264;206;25;;0;20180131;YAQO5YVOW1IATA8QCTRC
45112;16;22312;241;6;;0;20180131;CGO7W2BURG7TJTJBHQ4M
45215;23;35625;433;10;;0;20180131;FLHTU5KT6RE6GJ8ZTSGL
45361;5;29083;432;8;0.2;0;20180131;2KGPI89S4JBPD7YCW8ZY
45648;4;90570;28;23;;0;20180131;6JF7KKGD7YO8S8OPCOVO
45689;3;75523;343;20;;0;20180131;ZWD9PHDUYLQ8DTA3HXJ5
45771;7;88913;364;23;0.1;0;20180131;ULG43ZNOQXEEZ53Q34CO
45813;11;63586;425;17;;0;20180131;MAV48VPKEL9X4IHLFIH4
45822;4;88976;23;23;;0;20180131;HDAVI0VI73IRSLBV6CK4
45938;22;6371;132;2;0.1;0;20180131;L3Y13VNO1H6YR4068SCK
45992;11;73359;81;19;0.1;0;20180131;HK0LOGE7UGSGKGTOHPUN
46060;8;31896;157;9;;0;20180131;BE770SCZY5QJUR1EJDUL
46225;11;22526;399;6;;0;20180131;5MMPDHRM79LISC9VHKVA
46507;7;18835;18;5;;0;20180131;G94R7POVJWUHLPA9A406
46535;10;49382;275;13;;0;20180131;JGJBQ0FCJLK84I6KWUDL
46618;12;90662;261;23;;0;20180131;D7P7NBX4V9D55EA0IN7U
46831;12;58801;329;15;;0;20180131;N4L5BNED971Y88VCJSN6
47031;20;96271;308;25;;0;20180131;UYYT9LRIQD7IKM66JABA
47115;16;93779;403;24;;0;20180131;7BMYX4S35A0R0GLDFT0T
47375;4;27266;198;7;;0;20180131;9H2LFR19W35G2I9IWIKJ
47419;18;18964;163;5;0.1;0;20180131;CIPWAQE1WZZNXB8HUZRV
47466;11;14919;91;4;;0;20180131;DFGDT2G8DJ35AGPSODSM
47733;2;22711;439;6;;0;20180131;TO4E6ZBOZYFOUJACF3QP
47752;17;44121;240;12;;0;20180131;Y6YMZNHGE2NJXCLRPPUS
47825;14;23528;324;6;0.2;0;20180131;H9LSLOQWZ7CK21SVQK96
47837;22;4982;112;2;;0;20180131;BPEKZHB7TIZBPVBVUZC0
47847;19;45611;441;12;;0;20180131;7EAFJJ5J8E6QQQQIRG9J
47892;2;49948;290;13;;0;20180131;8QD03QXUGEZUHBX3F9JV
47978;5;84158;385;22;;0;20180131;YMX3OKH3FTAPXLH43NUW
48007;17;40208;189;11;;0;20180131;8F0EUWS3TPS17OB53WKL
48043;22;31255;179;8;;0;20180131;SEPTXZ3Y87JV924KDOZT
48136;14;91797;436;24;;0;20180131;SL256PIIBM0BJ7XU7OKB
48221;9;95339;172;25;;0;20180131;7BM6S1LG7U4B2EYLCHGQ
48224;2;19477;165;5;;0;20180131;N2R7HXLCT2FCDRZ52GKE
48286;10;746;417;1;;0;20180131;ITQ5Y4CYUMI8WNRAXRNO
48369;15;33061;408;9;;0;20180131;NVME42WI2SH0D4CQFAFX
48386;19;71684;279;19;;0;20180131;J818152ORL51IM80E8UU
48529;8;68668;125;18;;0;20180131;CYDQR1A1QAUI1IL9N86C
48530;10;16742;124;5;;0;20180131;78Z9USMZ5PUEWH67K8OA
48647;16;28307;104;8;0.1;0;20180131;XJI4IG0GDWO9GO15UO7R
48657;9;34065;133;9;;0;20180131;ZBOGYIG9RYXBKLUT2ASZ
48829;9;45947;274;12;0.1;0;20180131;ILH0R5HHG4NKPPX49T32
48849;16;36977;409;10;;0;20180131;5OM5J7ES7D8YD9K9ZF5R
49012;17;62172;2;16;0.1;0;20180131;BBLW3OT0S347ZYWADMH2
49089;20;36929;300;10;0.2;0;20180131;YV7WD0JX7OV33SXUOGNJ
49271;3;34178;320;9;;0;20180131;QN5PGCE1TH7FHGG8GPD8
49353;14;88343;387;23;0.2;0;20180131;LM7BES3R3QE6PSZQ3PG2
49387;20;7172;176;2;;0;20180131;0J61C895Y1ZKVSWXSMX5
49934;9;95614;158;25;;0;20180131;YYNP9CA6YHJX2G15IVMX
50530;13;36116;59;10;0.2;0;20180131;2F7YD70Z3OKI1XOEOU5O
50550;4;95023;306;25;0.1;0;20180131;M517JVROCZZ9H1WR2GPV
50556;14;65553;353;17;;0;20180131;KTC9S59AA3EXLNFFSGKQ
50590;18;63083;442;16;;0;20180131;O029X5X8YETHJW40RACQ
50617;21;70951;212;18;0.1;0;20180131;AZJFBP3NSEI6JCM15ZJT
50622;1;57638;433;15;;0;20180131;YDVLAHNI7SW3UI4MJ6K6
50648;15;43805;71;12;0.1;0;20180131;WGUVE7X2AJUXHILN4CGQ
50959;1;71306;127;19;0.2;0;20180131;TSOWNMTJ78V26F6QKRLZ
51077;19;8145;235;3;0.2;0;20180131;T0RJ1Z0RKDERIRFF25YZ
51103;1;15804;386;5;;0;20180131;L8S3BXZYKC0YZNYDUPXV
51164;15;92836;413;24;;0;20180131;KBHU2ML3XJOJL6EFHP5Z
51334;12;94012;287;24;;0;20180131;42CWQY428L94967JDELK
51381;19;73428;84;19;;0;20180131;SYLRE5KVCDC8V3VW6XW2
51667;4;95376;311;25;;0;20180131;SN4YNMF4HRNI3Q3J3CLI
51722;7;96825;16;25;0.2;0;20180131;RL1Q3UABLJURK7CRX0P5
51806;13;36593;264;10;;0;20180131;M3C0497QUQJTKTVEVW4X
51990;22;52551;406;14;;0;20180131;RHIC9Q6FOUAILABTJIKO
52222;1;7155;308;2;;0;20180131;SZ3R72OU12IVT6AWE0QT
52438;8;42492;264;11;;0;20180131;O7N0QLLAGWCZGR6HJJ3T
52594;14;45017;333;12;;0;20180131;0JIEP4ZLRZ1O9WOTUEQB
52622;8;57297;206;15;;0;20180131;QPZ5V2PGCSP5VP3PYO8D
52676;18;6924;230;2;0.2;0;20180131;FZMY83GDNDHDL9X2IIFX
52790;7;85948;338;22;;0;20180131;DY0M8IFJXOZJZ5WZX330
52908;12;88777;215;23;;0;20180131;2RRNGAF2KSF6SMEI4LX3
52947;4;8891;10;3;;0;20180131;BW54C2LN9DOO5GL7CU0R
53119;16;42553;18;11;;0;20180131;EJBTEEIGPHCEQ4CVR36Q
53155;1;89875;340;23;;0;20180131;PGSBBADKY90T45FDJ3MI
53217;14;47933;148;13;;0;20180131;X0TYT8FTLTDRGM0HG3QE
53316;2;28914;67;8;;0;20180131;0PC5DKPWXYLRHDXQII36
53366;1;90274;126;23;;0;20180131;QS26V30JG8MA1XYYSRB9
53379;9;66762;65;17;;0;20180131;AKSJMZWCLDYUIHQ4IM2U
53510;6;9393;385;3;;0;20180131;0Q3KLMFYR5ZFEYXCNPQX
53511;1;87395;80;23;;0;20180131;UIHV75E18IW0Y5CEM5CK
53889;10;93699;101;24;;0;20180131;URZVL12YD90H98SROPYP
54256;6;84481;131;22;;0;20180131;12LLDE80NBQ7ZPMCS2DG
54333;13;39201;312;10;;0;20180131;AU3R9QTBF1UHD2QVYBW9
54375;10;21083;187;6;;0;20180131;FQFD1XHWZADEDM0YGAYZ
54488;5;32097;22;9;0.2;0;20180131;XHE27E3YAP22FPEHN6R3
54581;16;69548;337;18;;0;20180131;MEZ2EVY8944QVLCAAC0W
54885;2;93099;109;24;;0;20180131;O8C2KNBJ9WEQZFBJIC3I
55062;22;92828;201;24;;0;20180131;TW6V4BQTS18V6ZY4GG5V
55205;5;61384;123;16;;0;20180131;DFNKNU4MEAKRK3V2HJ28
55391;22;12387;198;4;;0;20180131;LJ8MG50NY7AW8MLBJH9O
55562;18;10299;48;3;;0;20180131;EQXYXLCGEOB1HOOZW0J7
55616;7;85136;92;22;;0;20180131;MT045L44J035IMJQ3794
55772;1;62274;233;16;0.1;0;20180131;0K388FYAK1WIQL5518VK
55962;3;94781;326;24;0.1;0;20180131;YYB186VM9L6UGAQPSG0H
55993;13;71022;233;18;0.2;0;20180131;3D5DRGPGVLASGWWA426E
56117;14;96894;46;25;;0;20180131;2DUD3KIDATKYUDMMSB0Q
56173;12;32035;31;9;;0;20180131;TZWUSTV0AMB41GBWZW77
56179;1;5232;53;2;0.1;0;20180131;OU3FVYSCSCZ8AMXP4ADP
56314;2;30272;302;8;;0;20180131;M9BF11OZK40DLRGM2TMQ
56388;10;86791;47;22;;0;20180131;PYVWHU9IFMWRNQKPGGSX
56600;2;79690;192;21;0.2;0;20180131;SSMV96GT6WW3USOK7VSM
56653;23;20885;263;6;;0;20180131;6HGZPTZG7VN0M1JFZVB8
56654;23;32648;163;9;;0;20180131;RQ061YRLBRAOPTXXMJ7S
56887;13;83739;368;22;;0;20180131;V00UN2EBM4QML0X3UHVI
56955;20;89612;446;23;;0;20180131;E5WG7W1L2GIJWYBLNNTC
56993;17;28764;294;8;;0;20180131;Z9LPEBS1XE7P28DQ616G
57143;9;75612;381;20;;0;20180131;6HTT66NJR8LUAMO5EMFH
57381;1;15237;385;4;;0;20180131;ZUDP00TZNP4NXSDEMNE6
57655;13;54859;255;14;;0;20180131;RT2W50DVIR9E9SX8W3MU
57874;23;28914;334;8;;0;20180131;3S2S1REXJFHOS914HRJ6
58103;14;25144;125;7;;0;20180131;XNOCK3YUY56JNADOG6YC
58434;20;4909;388;2;0.1;0;20180131;M6482F5CNMWFQXCOHQWQ
58577;11;4741;421;2;;0;20180131;DT6C8CR2ZUVQID1Z6QAY
58613;4;16048;83;5;0.1;0;20180131;GUQT8UNG1EYL70JELHWO
58661;12;57359;332;15;;0;20180131;VR9JJSHJO5861CMHG5YC
58854;8;14519;169;4;;0;20180131;GF5AWA20LENWFD5MO1AG
58941;18;15383;353;4;;0;20180131;S8FBK45HPJB7N7PA2KB7
58968;13;23201;336;6;;0;20180131;ZNM80C2OK0UVJYMLB6R9
59291;23;11205;150;3;;0;20180131;5A59MNSURYHURBFPEFVJ
59424;8;7447;83;2;;0;20180131;6SCUV1XUFZBZKFG9F4OG
59542;6;36346;33;10;;0;20180131;45NQ5MMO7F73B9D23WVT
59598;13;56229;48;15;;0;20180131;LWPG5ZNOTK2IYHFFIFN3
59653;20;48575;219;13;;0;20180131;AQDM2E0NY5Z3OQ13R45J
59756;17;56593;149;15;0.1;0;20180131;Q1VNYLLUF24MSBW8YZ0S
59897;15;35123;426;9;;0;20180131;1RSRSC8GNF04TLXJRO1U
60040;18;40952;177;11;;0;20180131;478EXO43IYYOPRA4M3H2
60105;5;6923;170;2;;0;20180131;TYQOE1YCIXHGX1A7IOP5
60113;18;57894;151;15;;0;20180131;EQNQZ095ZVUVUP1ME547
60123;11;12591;71;4;;0;20180131;WW4KLITM7TICRLE8O4F7
60182;21;44696;138;12;;0;20180131;1PM8DKT806SQSN3I7OGM
60219;5;84717;168;22;;0;20180131;VK5G1Q9G30G0EOAAR0CC
60566;18;54377;107;14;;0;20180131;NU06Z3BUCIB4DGQBDSY1
60575;8;87621;106;23;;0;20180131;IZN70DJSGLJBRB31165Z
60660;9;14273;378;4;0.1;0;20180131;JL9P5MMAQQPEPLK7OQ68
60902;1;89989;97;23;;0;20180131;X042Z9CJX54SV1OK6CID
60912;10;8393;55;3;;0;20180131;1N3D2TXN22OF9MVGRQAE
61015;21;80464;83;21;;0;20180131;EQ8J780D9GXJK67IAWR0
61088;8;70583;364;18;;0;20180131;B0AOWZBZW7CN03WOTTJV
61519;19;73899;312;19;;0;20180131;6VE7U3TRPELB3X1A2OO5
61803;18;23219;196;6;;0;20180131;D4GWHEE9YIREM1CWVMGD
61902;14;88181;389;23;;0;20180131;WBW966HWCFNV236941TL
61909;19;95125;308;25;;0;20180131;7080KJCSNEWUP1FJLPWK
61966;22;18824;251;5;;0;20180131;7NOBLB5MUSZN3ND2XDZF
62010;9;46198;55;12;;0;20180131;EP0ZZCNDQMRS2TUHKVQA
62198;15;90811;386;23;;0;20180131;Y4217K4FRAIK15MJIVDN
62376;9;41959;1;11;0.2;0;20180131;8MHHWYPZVPCXICNGCVPY
62404;9;20040;214;6;0.2;0;20180131;A4WBATEB0LVUP9IYO6DW
62489;17;91665;105;24;;0;20180131;0EUEOBTQDMDOOMEGE56H
62732;13;78661;316;20;;0;20180131;OWKO5GNXZN1LBGFEJD6Y
63024;11;71442;284;19;;0;20180131;YZENFE16JBQ6CF71WDXR
63439;22;71441;197;19;;0;20180131;PHC6TY8P7HV8HPWVOVIN
63500;4;57346;105;15;;0;20180131;8TLVECAFHJ2WESVQY9I3
64164;3;35871;329;10;0.1;0;20180131;1GBFMTECU5HGQTT92A4R
64235;5;74272;279;19;0.1;0;20180131;LUQWDSUWTETZ3JZTKSYX
64332;3;12348;60;4;0.2;0;20180131;BOZ3TPNNPJ4TZP05ML6K
64347;19;76434;340;20;;0;20180131;2L2CKGLTNCCE244Q8JTR
64380;3;71642;289;19;;0;20180131;EJPE6CL1MK5XT5LV95RQ
64391;19;7419;444;2;;0;20180131;JF610AH9SMGB49K4Q4DQ
64393;7;58185;16;15;0.1;0;20180131;2511W4X8RF9J3O1P349Z
64497;23;56076;424;15;;0;20180131;C39O1DLLR4YWRC03V39W
64550;15;10664;382;3;;0;20180131;J2X005TGZ78GAJ4KFVF0
64765;11;43933;426;12;;0;20180131;WQPNJLCGMYM60944K53O
64814;21;98207;292;25;;0;20180131;W7KEIR0W5TH2KHKW2DB6
64863;6;13139;3;4;;0;20180131;XRD3L04J8UCIJ9N4B50J
64991;20;68046;419;18;;0;20180131;2OSMQ5SATTUUAU90XK0W
65272;13;91688;7;24;;0;20180131;QJCT90M479QEA4DZPCAK
65760;10;67523;49;18;;0;20180131;FCQE6TESHP9352XUGSEH
65764;21;16284;48;5;;0;20180131;XKL6SCXZRU7AE35PZZ0D
65808;5;84187;379;22;;0;20180131;2RKJANY6GRUHOB8ROS70
65921;19;46000;213;12;;0;20180131;T984PPJCTI5SBGE1RCMZ
66316;3;97887;366;25;;0;20180131;D7UGKS4019MWQ658O6GC
66580;12;63109;165;16;;0;20180131;OEPCO77U84MDFAH7WD9D
66675;22;35950;223;10;;0;20180131;V9EJSNUIXU4PD8ML3EQX
66681;17;11038;107;3;;0;20180131;TS1YNEWHETL89CUPBO90
66842;1;11022;344;3;;0;20180131;LJQAIO6L42DTVFYCCUQF
66993;14;79379;55;21;0.1;0;20180131;PYWS5BZ9N3TA4WS8ULG4
67178;3;5812;215;2;0.2;0;20180131;U0BLUUMVGVSXYHZF4PQB
67183;18;9723;62;3;;0;20180131;JXIHVIZOB5ZX6YHD6URS
67269;1;13890;136;4;0.2;0;20180131;I8MNBD7FSEQS9XLA211U
67287;21;78430;66;20;;0;20180131;KWVQZP03RTQJ9GEEDDWF
67389;4;71020;266;18;;0;20180131;UMWA0K7ON5CDNIBH3Y9J
67456;12;56689;90;15;;0;20180131;Q3ZTFT0O839QXW8UMZE7
67664;14;43255;110;11;;0;20180131;4B5R38KDFJIA1U3RF21L
67904;8;95724;198;25;0.2;0;20180131;8P568JZSG8V2N4P2P4XL
67974;11;24201;185;7;;0;20180131;52520DQOAY5WYLUFNM7X
68044;20;6831;171;2;;0;20180131;QX32SF1BXXGSVE8HFQIB
68358;13;74369;29;19;0.1;0;20180131;EQX8U29HSNEA8OFZWY0A
68507;4;84152;417;22;;0;20180131;H583DOKL8WFKQPADWJPJ
68612;3;2227;390;1;;0;20180131;AH6BGYPGPNTJ7RNJW4DO
68613;22;50852;403;13;;0;20180131;326D55K659KVS5W0QUJH
68710;19;33626;70;9;;0;20180131;PRCA22CI0F3ICBQSSSPX
68714;4;1269;136;1;0.1;0;20180131;0L7DED1H22DQ7GVR088V
68781;22;33193;437;9;0.2;0;20180131;05WWEGYITX240IURWWIS
68810;19;36202;329;10;;0;20180131;WIJXINMJWV72R30F5VFF
68873;14;62062;308;16;;0;20180131;SX34AP2P193USJ3O0TKU
69012;23;33629;187;9;;0;20180131;GYM92J2HQZFM3HI6IHIT
69088;11;42715;411;11;0.1;0;20180131;OSOVU5FUMHJ5GHX6UR7T
69194;16;52048;352;14;0.2;0;20180131;6GXUOP19OI7Z8QMN4HIT
69241;12;95544;294;25;;0;20180131;4E2WQZMTYPCY62AMAO06
69530;10;89766;284;23;;0;20180131;V9OM179W83OYBEY6TFAU
69591;14;64484;354;17;;0;20180131;URFJYCDDFOR5P88Z4BAC
69773;19;5988;194;2;;0;20180131;6OWOUCV7HPDH28DF618W
69906;8;11601;152;3;;0;20180131;YH7D4XR86TE5GCO1A3Q1
70216;16;21699;13;6;;0;20180131;1UMTC56QET3I1IRC21DA
70223;8;525;248;1;0.2;0;20180131;27G1KH0DL9OE6BMMSMGS
70226;16;72148;137;19;0.2;0;20180131;HZD0ZF0LMJCLOU2TV3HV
70391;11;37299;344;10;;0;20180131;RPVQ96PIPEREUN1YCKY6
70519;7;18746;30;5;;0;20180131;4BJZL4ZG2VFZNI1735G6
70643;8;28892;123;8;;0;20180131;YVB7U6MFFLDBH7E4ORWV
70668;14;4079;96;2;;0;20180131;FDWUJ0XZD71LYOI792SR
70712;15;98233;243;25;;0;20180131;VEQT5ORFC5PFWGH1B4QD
70791;6;75209;235;20;;0;20180131;UT93P9OIX9WVKPEFWWXX
70957;16;92290;145;24;;0;20180131;JEQS1OB8LY42ADMB121E
71016;7;61857;61;16;0.1;0;20180131;97RB10LAZHCW7EZIJLS1
71199;23;52369;174;14;;0;20180131;579CHCYSHD70BQ0LXJDW
71436;23;65758;99;17;;0;20180131;0Y0RM365IV3F8ZWPH9HG
71661;16;88072;337;23;;0;20180131;WYQA5D0HPC68MVK0UD9Y
72026;6;88393;162;23;;0;20180131;Q4V7LCGNQPZIQ6ACEYA6
72171;19;18846;137;5;;0;20180131;UR4ZTC34O7QS9AB7AMKI
72207;17;97407;184;25;;0;20180131;B3ST6SS82D7BPZWHZN7G
72239;4;40465;366;11;;0;20180131;PT95ZQVMDP3EWF2DRV0H
72310;20;19165;310;5;;0;20180131;S853FS4MAG9UBKBMOQ78
72401;13;81087;347;21;;0;20180131;JREWG02WZP42GZF8CEE1
72523;7;57685;11;15;;0;20180131;XH6D5181UP4I8T35MVKU
72533;14;37796;34;10;;0;20180131;3RWZMDHW8YAT5G543R0Q
72673;6;40256;294;11;;0;20180131;RC6JMNQYJZQ17SM51K7A
72702;15;34568;200;9;;0;20180131;UVQOYQXZQY2PN7MKTGI2
72731;6;72927;4;19;;0;20180131;TT7PT9FIM4EUW6XVFNN1
73259;19;2627;174;1;;0;20180131;DC4JB0E99Y0BOB7OKUYW
73498;19;651;352;1;0.2;0;20180131;54BIFGMK1L32UWAUL4CA
73672;10;89461;304;23;;0;20180131;KMDBCBNMDP6OG3L3KJOG
73829;7;32042;399;9;0.1;0;20180131;BWQ7DJYY03FEH1K5GUC8
73937;21;53796;227;14;;0;20180131;4M99BMZ14FRJP35MR49D
73950;2;10127;304;3;;0;20180131;B9H7Q2HNUR4IL1EEBT6U
74077;11;40675;143;11;;0;20180131;IMU461TP1FNNLR5CQIA6
74177;17;21961;443;6;0.1;0;20180131;WBBQHK9PWS9CX6N0WHHS
74275;22;38886;45;10;0.1;0;20180131;MQ35WLVD8DB3U6K0UR2Y
74351;10;62721;204;16;0.2;0;20180131;T3J22TVFSTBXNMTTAHN8
74453;10;59266;169;16;;0;20180131;ZCCGPD29SUP9A17K4NKQ
74551;8;6155;62;2;;0;20180131;HDM66TSRIF1N0M8BW1JO
74604;4;85286;425;22;;0;20180131;1EB1DMKV5YKYKMSH26NH
74671;19;54736;95;14;0.1;0;20180131;3OH6Q4D2BFJHYKVXCLE4
74754;17;13722;341;4;;0;20180131;XY37JMWDNSDUTU8S7RTI
74994;16;40611;451;11;;0;20180131;GUWN11W4QGV3PD5GYI29
75047;23;63364;291;17;;0;20180131;HQ54OYOSX0H9O7OPF3J8
75235;6;92582;205;24;;0;20180131;UBQHYIDFVEBCDJZTHTQP
76218;10;32979;313;9;0.1;0;20180131;BHYQS45EOTH48JJ992O3
76397;14;81309;72;21;;0;20180131;EJKND64E3CA7W4YL0RYD
76591;1;9889;88;3;;0;20180131;CTBVBHPJS4N4LRV7XQGS
76670;15;62362;70;16;;0;20180131;9ES17XHGSDQ94OCS6AT9
76907;20;64595;161;17;0.1;0;20180131;YPAVOARFQEIVA6PJWG7B
76985;16;65344;60;17;;0;20180131;WUVG6NOMP8A00M2LA6Y7
77016;8;14205;395;4;;0;20180131;ENG6VW2FHDLMV9TNUE0O
77080;16;47581;302;13;;0;20180131;BXEA5MLKNYGASKPNTIRD
77098;20;87617;193;23;;0;20180131;PE3WZUPMZY2HOYPJ6MIF
77252;8;31158;136;8;0.1;0;20180131;3TDR0ZGCID8YUTZW76AF
77336;13;13430;5;4;;0;20180131;DP1AU3A6BWZF7XSY4PGM
77379;1;86005;75;22;;0;20180131;PYM4EI894GWSJ9FJ4ZUS
77423;5;41188;346;11;;0;20180131;7E9S8T30PI8E5F4O020E
77480;6;28997;403;8;;0;20180131;0S4YWXY7360RQG4W9QWS
78171;19;47895;3;13;0.2;0;20180131;P01IBIFBQLVLPEKOODMH
78222;14;68246;144;18;0.2;0;20180131;BDWEAF3SX6HGNM7721XX
78324;10;53728;98;14;;0;20180131;0OFQM1JKODG6E2610CJO
78518;9;64281;247;17;;0;20180131;898ORCAGJHCS8H6VAHPH
78540;16;88468;330;23;;0;20180131;30PFEY4SHRC0BTOUB191
78646;2;29125;301;8;0.2;0;20180131;UMYE5IIRJ1G8DSRVI61Q
79067;9;92355;133;24;;0;20180131;87GIHPHC4HVUNI5Z231B
79128;6;33306;448;9;;0;20180131;ICD2W0FRZTSTV6QS2QY9
79211;13;23090;133;6;;0;20180131;6612CG714MVUO0T2KKTX
79476;23;22121;50;6;0.1;0;20180131;S7FBYBSF7AGM0Y82X16F
79593;22;35434;10;9;;0;20180131;LJ0IVZZQ64WFGOZO3WX7
79596;9;32332;355;9;0.1;0;20180131;QH0F5JEZWYZMY6WKFLFH
79883;20;17216;68;5;;0;20180131;O4B7UYH5X9YEGPM7U4ER
79899;16;519;444;1;;0;20180131;T3RPD1TEG5XF6RF8SUXG
79956;7;96391;225;25;;0;20180131;J17T6Z6TTPU1SUD6OIEA
79967;4;21443;157;6;;0;20180131;68ZGD0VFD25TS0PC5DV2
80105;18;68814;57;18;;0;20180131;LEK1Q6A8IJ5YW7CNC2VA
80117;9;86199;50;22;;0;20180131;8TW8Y8MH5DYYWIICFW9P
80127;23;58057;445;15;;0;20180131;6FDJ6OREA7LIDZCJDNHG
80453;1;21653;243;6;;0;20180131;SYJK8IW3HKMG6PKZKZ8P
80564;20;44804;151;12;0.1;0;20180131;XQVRBIA1GNNGDRR6IBES
80674;12;35267;77;9;;0;20180131;V68DSQ0HDUQ13Q9KSQ5T
80705;15;51414;389;14;;0;20180131;ARH80MPJUUDV7HQ4FUIS
80779;15;86917;128;23;0.2;0;20180131;L26DQDUZXI6PK19QV5ZW
81028;8;40317;26;11;;0;20180131;WQTYXQ2ZCLLRHONXMJ26
81068;7;15135;429;4;;0;20180131;WNYEOAMLGI76RXWHMDEA
81094;15;47926;342;13;;0;20180131;4LDD02TZOLXSZ0NWG7GH
81250;6;24829;346;7;;0;20180131;FLMCETAYD5J0GW136RNH
81444;2;32768;340;9;;0;20180131;NWPBLE4E1IZA9AG0BCVU
81458;5;15242;265;4;;0;20180131;4R9YIMKTAEUSF06WCF8A
81471;23;69853;140;18;;0;20180131;P1B7E6787OFL6K9M9PJF
81584;1;74242;167;19;;0;20180131;3XMG058NZQDGAQUNU6TM
81910;10;80181;173;21;;0;20180131;FYY6D72BAZZSZ0FUSJN2
82006;23;79927;32;21;;0;20180131;YX724O5PS6LU640I8FKE
82060;18;84477;449;22;;0;20180131;7KXDREX1C50EVQJG16OC
82183;9;68163;293;18;0.2;0;20180131;59HPKNQY13M8G9WB4LPP
82207;23;49251;367;13;;0;20180131;AWQ5E7N0O7FV2LDNS3QQ
82332;5;15426;49;4;;0;20180131;DSICIQ7F03QBYIEK0GZN
82459;7;86931;137;23;;0;20180131;Q1FZB05CAFYFK7VBSGIL
82577;23;81324;37;21;0.2;0;20180131;TI1YJ151ALOB26CB1HUJ
82580;15;2427;55;1;;0;20180131;9O71L2VZEN7A7637DKHY
82593;13;71306;8;19;;0;20180131;9KEECE6MA30J3NB2LTOI
82630;19;2472;390;1;;0;20180131;MLS09CW9MXUZY7ZXDDF2
82724;19;78683;354;20;0.1;0;20180131;GGHRCFV3XHYWRD74VRBM
82730;22;68654;148;18;;0;20180131;WSCU1044C2NSJMFOE2T9
82959;9;93767;149;24;;0;20180131;QGC5JNI06IKK9WVLSVWC
83129;17;8665;59;3;;0;20180131;SKQPM4R718CYXMWVD5IH
83189;2;57243;381;15;;0;20180131;2T0AI7DJY07LVBPCTICV
83407;3;38461;368;10;;0;20180131;8VI5Y4KIQPCVUKJC75XZ
83456;4;50031;27;13;;0;20180131;ZKO458NIAVYM86P0HVE2
83867;18;61616;183;16;;0;20180131;LXYNEYSR7N6TCWAEGPRV
84316;5;80031;341;21;;0;20180131;CEYWW9RC583594AVU1U8
84425;9;36856;407;10;;0;20180131;NIPT6LI20ALMY59OH4T1
84433;13;82037;128;21;;0;20180131;CIMG7W5R0X05FHG7N5V4
84450;15;23093;61;6;0.1;0;20180131;JXAWLU0NADN0YU9IYBVI
